Ticker,Undervalue Score
CAAS,43.645080092579725
ABEV,
BFH,
ATHM,55.029328981309945
ALSN,
ASX,
AMTD,104.05368695802353
AGIO,99.26092031971038
CIX,98.47043076866522
APT,92.70379367692311
AEHR,89.53945802969581
BON,66.80407634064368
CHR,65.89232257126693
ASC,57.79370255287274
ANDE,54.18943365330664
BWLP,53.34079373173897
CVGI,53.230099075830516
CYD,52.72898536915027
CCS,49.30782088870138
CALM,46.53637707927708
BG,45.352323273223085
CLWT,45.09925250179796
CRUS,43.46799779030419
BABA,40.030708764208896
AMPY,38.20031957481306
AFYA,37.554160709238346
BBGI,36.35670158179853
ALTM,36.323442804685726
CMRE,36.16890716497624
CPHC,35.8837537621063
CLCO,33.006845736638276
COHN,30.894509125505415
BRY,30.457564510647444
CMBT,30.055589454013713
AMR,29.793748938044175
BIIB,28.29990899659537
CINT,27.604284843836417
CORT,27.126751866942776
ACMR,26.923557064024738
BPYPP,26.764090065196505
CEPU,26.628766204572642
AGRO,26.112951422716534
CMC,24.68552373741574
BVN,23.132165660996783
BEKE,22.505647785378603
CRC,22.366595271194072
CNC,22.096952158771803
CTCX,21.96416817302747
ATKR,21.89202098604007
CPBI,21.262218804827018
CAL,21.110984258424974
CBAT,19.99893752185047
AMWD,18.796101101681394
ACLS,17.646959322071886
AMS,14.816872785546748
ASIX,14.796141248879257
CHT,13.380739611050357
AQN,13.178293914685888
BRFS,12.653785358960528
CRWS,11.11446903866705
CABO,9.593744225607468
AGR,9.258565008445036
ALOT,9.180291729873064
CREX,6.285835084414646
CPA,5.675862852926023
BXC,4.426570081537803
CDTG,4.244115591674614
AVA,3.6743664463875585
CVCO,2.254307359804608
CNX,2.2403427504269544
APTV,2.171490036205709
BBSI,1.8122940838947332
CACI,1.4159899365745299
AXIL,0.5721028979328913
ASM,0.332669846898237
CVLG,-0.46518678929574064
ASR,-0.5429162555498899
AUDC,-0.7105552261996294
CTRA,-0.755903923797159
AMG,-0.8557043159702806
ACHC,-2.4517860424325835
AIR,-3.2314309392495786
CSTM,-3.6314875721398527
CNQ,-3.8482367425729165
CEIX,-4.028197021116911
ARCH,-4.711236522715534
COOP,-4.8849457860771786
BKH,-4.908123484778323
BUD,-5.210747629555601
BEN,-5.457754752969386
BC,-5.518580375381388
APA,-6.2345596678743975
CVX,-6.754637290825788
BORR,-8.565942446894653
ASO,-9.458406338738262
BWEN,-10.187318365458903
BHE,-10.326234178355762
ALE,-11.440437181626061
AGCO,-11.610367149911244
ASGN,-12.301706390015887
ATGE,-12.875814731071669
CRCT,-13.782156500606336
AEHL,-14.207316712375528
COLM,-14.72784477122811
AMED,-15.325888877425719
COP,-15.715561015209168
CHCI,-15.811671708121189
AVNT,-16.87360368104773
CENT,-17.089962280686994
AMPS,-17.179481434759268
CMCSA,-19.238074351123103
ALNT,-19.948258426579336
ARC,-19.993596604339153
CWT,-20.176818394294866
CRL,-20.292716110067513
CYTO,-20.413432247538076
ATS,-21.222608889620936
ASTH,-21.39251164203256
ATO,-21.39752388049827
ADTX,-21.52421842461605
AMD,-22.215786912382253
BJRI,-22.500296089932636
BRC,-22.872854003188813
CHX,-25.136628528421
AN,-25.14699765480617
CART,-25.496254581245903
CNMD,-26.450516887699393
CWK,-28.433524308779763
ATAT,-29.444692368629998
CAG,-31.95516330500346
BALL,-32.076018666312926
AXL,-32.972203510021444
CPAC,-33.81706304611516
AAP,-33.919905055586874
D,-34.08866271942074
BFRI,-35.08929271366916
CF,-36.65201861851614
BV,-36.927991673038136
ADI,-37.01365959006545
APEI,-38.10112092857332
CBRL,-38.466421455012764
AEE,-38.53322098472404
ACA,-39.13010232182609
BECN,-39.985302740899684
CARS,-40.213099843224676
AYI,-40.62252025668066
AMPH,-40.923294009554006
CWEN,-41.33465693050926
AMX,-41.64675017458786
ARIS,-41.820664197314436
CTVA,-44.64370142948548
AGRI,-44.701951822888255
BKR,-44.772287035797895
ARCO,-45.60834098456736
BDX,-45.871845076951956
AZZ,-46.27354781485013
CRH,-46.92681998746324
CNP,-47.91332591349011
CGNX,-49.545319793026806
BMRN,-51.65712962324724
BLDR,-52.7509279131062
CMS,-54.64588236551534
CXAI,-55.45172413377612
CPK,-56.6046150532457
CVAC,-58.261869759986816
CROX,-58.660686420289
CBT,-58.77688327433708
AIN,-59.155798594507104
AWK,-59.59261912971794
ALGN,-60.46835303981084
ALV,-61.53636841758312
CXDO,-63.57129767294656
CLW,-64.36995915371946
CNI,-65.39087723015162
BRLT,-65.79676697520699
ARKO,-66.60216698045586
AZN,-66.71792842128087
CSV,-67.48341402763032
CSGP,-68.5031004829372
APD,-69.18270879716545
AES,-69.19981031738538
AENT,-70.78951315530313
ARDT,-70.8508018941977
CRNT,-73.40174768181664
ARMK,-74.89235716116937
CLB,-75.39058972327577
BDC,-76.93615936562817
DAKT,-77.58812268820927
CPB,-78.77130812882308
BCPC,-82.63508127232741
BOOT,-84.78093535190499
ATR,-86.4211251944148
AMCR,-87.1443160438173
CGEN,-90.9381506158677
BN,-92.14818965755242
AWR,-93.86838863732474
CME,-95.91630825500287
CCJ,-96.06098950496771
BYD,-97.10171852105489
CRGY,-98.82049745204714
BRO,-99.1033485765662
CLH,-99.58021293785903
AROC,-104.68353159225587
CMI,-104.93870604204163
BRKR,-104.99186143935569
ARHS,-106.44766136763353
CUK,-106.74071539933354
CCEP,-107.26041406273394
CBOE,-107.4160618562245
CHTR,-107.67535291000326
AXTA,-108.53701065624026
ATI,-108.55993968042912
CR,-109.19152596550445
CAAP,-109.73873884520044
BLK,-111.41358345348785
CSTL,-111.99096130545665
CSGS,-112.36533996406637
CW,-113.10080458128449
CASY,-114.67925720718213
AMAT,-114.80590698615494
BAM,-115.80039775963031
ABT,-117.37570849693633
CCL,-121.52962278353093
CC,-123.08258417871625
BKE,-125.74070103373546
CMCO,-125.93799270232155
ADNT,-127.00516550218599
BFAM,-128.90487290396297
CCK,-130.43474012817163
CRS,-131.48072562906952
CSCO,-134.05503935196967
BBY,-138.73671980333194
CSL,-142.43117074023215
BMI,-145.14406825958974
CHD,-146.68629803967428
AGX,-147.51491196604098
AVY,-147.93479751950875
BIRK,-148.25396013425706
ANF,-153.04035035354832
ATEN,-154.3729778162812
A,-155.4043456969128
CIGI,-156.25372538397016
AJG,-156.91495698330377
CECO,-158.93803604091804
CAKE,-167.68384202802693
ACN,-172.2254001816379
BHP,-174.50401308210556
BIOX,-175.29336631775143
CEG,-184.66807665900117
CNM,-187.72089334854863
CLS,-189.35576110076357
APO,-193.25881586737086
CNS,-199.70056772066172
CIEN,-200.2100298760612
CHRW,-200.87449700896371
CRKN,-208.5869656873542
CNK,-215.2523198573593
CPAY,-218.11336803540772
BYRN,-219.31933124777655
CX,-219.9907709985394
COKE,-227.4890063502923
AGYS,-228.62652370504546
AWI,-231.24237566434175
APH,-241.04731881884285
CWST,-266.85993120757587
CAT,-271.2421404640786
AMZN,-271.4009823505889
BWXT,-276.0701349066972
ASPN,-277.49718034096793
BLBD,-280.2420507615198
AGS,-283.5696639514694
CPNG,-303.6544991546724
BCE,-316.09392594560455
COIN,-330.69234416691245
AVTX,-347.6048367811643
BR,-367.72891335041743
AON,-386.237195659058
CCOI,-400.0140263932805
BAH,-422.17661810736314
AR,-438.34089582209435
ATMU,-462.72156610863
ADMA,-491.0232076424627
BCO,-493.25846391262945
CRVL,-508.9696977906431
ASML,-511.6449974881464
CDXC,-559.4319743552785
COST,-565.2234947229268
CTAS,-588.7833823480801
BURL,-609.3001024601274
AMGN,-619.17190568796
ARM,-620.034491566773
ARES,-673.8629689809596
AXON,-682.3771613255609
CMG,-698.364384405387
CAVA,-702.4609247746495
ADP,-729.1397982234719
CHWY,-879.546333844206
ATXI,-898.9629236078972
COR,-1956.3587182397466
CL,-6046.214172390606
