Ticker,Sharpe Ratio
BHRB,1.8922017760772971
AVGO,1.6452603232952887
NCPL,1.5760476983048506
CTAS,1.4472846295524717
NVDA,1.3922177539369303
LRCX,1.3354024269567923
ELS,1.3040434398407892
CDW,1.2925278046597317
SUI,1.2821704674416448
MSCI,1.2688329949204553
CHE,1.1926611010623018
CPRT,1.1862055293800942
FI,1.1731818244292096
TAL,1.165604227493332
REXR,1.148465431369659
ZYXI,1.1386887107550157
EW,1.1371551230985404
APCX,1.1192465921828487
SOBR,1.1132068133392066
GPN,1.1089253505366372
RVYL,1.106280854140805
LIXT,1.1059831638960689
CHDN,1.1025528907035311
TDG,1.0998711006272222
AMED,1.0867326744023222
FICO,1.0844589582581017
CDNS,1.0844368892478236
CCRD,1.0804142870767257
PAYS,1.0801355818113805
BFAM,1.07567288936572
BAH,1.070205631422066
NOVT,1.0620796218080204
NDAQ,1.0617272731200231
KDP,1.058846057109856
CWST,1.0541773506585246
NICE,1.0458326208580335
TRNO,1.0434099590431862
MKTX,1.0402978093591373
NEE,1.0277970935964094
WCN,1.0274979779271352
RSG,1.0225846942151355
GLPG,1.0155715922119248
IVDA,1.014949106523066
DTST,1.0149482595383568
ABR,1.014075329487461
MSFT,1.008174828299365
WRB,1.007347153472378
POOL,1.006407790050223
SOWG,0.9978735820598016
RNG,0.9976420800790938
WM,0.9959449149472698
BURL,0.9953279309483294
MRCY,0.9885150563144773
MGPI,0.9811095289525221
PDI,0.981021060208314
ADBE,0.979499619895218
BR,0.9794645914087668
LMT,0.9771573598570188
TPL,0.9756052907077074
UNH,0.9754253146402941
SNPS,0.9749801737907338
TTWO,0.9746024582999345
KRMD,0.9722139687371707
BFC,0.9719865422403806
EQIX,0.9711610800481328
SPGI,0.9710571763623088
HD,0.9698788324127967
HEI,0.9694651235132277
AWK,0.9681258127107646
SCWO,0.9655642985799506
TDY,0.9596416673699867
V,0.95939439755823
EP,0.9588652595755134
FSBW,0.9571616899581795
MASI,0.9544206260037
TREE,0.9489758073342942
PGR,0.9489059854265695
IDXX,0.9462533636062199
MPWR,0.9434744305621066
SLP,0.9434531961415609
MA,0.9431715304078211
NOC,0.9355496105858762
TTEK,0.9329832443976624
VIVK,0.9325942844015888
RCAT,0.9235002463255042
HDB,0.9225988040431413
ZTS,0.9225723592054721
ROL,0.9176347266579427
FNF,0.9155533253505619
DPZ,0.9128413726778637
ODFL,0.9124765854406526
THTX,0.9101528553417483
CME,0.905013446054199
EVI,0.9049940664051904
AMZN,0.8993058950867436
NVR,0.8989382161509307
INTU,0.8982866037779765
FSFG,0.8970327381298203
EPAM,0.8942158014122239
NIC,0.8937008193213184
GAIN,0.8933922475267276
STE,0.8923829211345967
JBSS,0.8916353991214001
MTA,0.8912985759361856
TFX,0.8880575659020191
EVO,0.8865605968034783
CDXS,0.8863672813841373
JKHY,0.8848392629790361
RDNT,0.8831078194283871
NBIX,0.8793436378891604
AAPL,0.8764028848281191
ADC,0.8763812622935337
PML,0.8749007656604221
MTN,0.8737712222818276
UHT,0.8726451121832279
WIX,0.8684651815646507
RNP,0.8649816982268882
LII,0.8644737640431543
LHX,0.8631584760795605
AMD,0.8619227495153037
EXPO,0.8592283898334911
ARE,0.8588294996689314
PANW,0.8567997044003366
BIP,0.8517925958179482
HTD,0.8510273394021971
TSM,0.8470738229115241
SHW,0.8448313711022947
ENTG,0.8430807450918507
TCX,0.8403805707825683
AMT,0.8390425664296086
SANG,0.8379696688371215
HASI,0.8375762879804777
ESLT,0.8371738815949928
CORT,0.8355625032468286
DLR,0.8355168918078604
FXNC,0.832055834332628
ISRG,0.8316822562579557
QUBT,0.8289514074524765
NFLX,0.8282996334488718
WLDN,0.8239943866037739
