['A', 0.0, 136.8699951171875]
['AA', 0.0, 40.56999969482422]
['AACG', 1.0, 1.0099999904632568]
['AACT', 0.0, 10.875]
['AADI', 0.0, 1.9900000095367432]
['AAL', 0.0, 13.539999961853027]
['AAME', 1.0, 1.6299999952316284]
['AAOI', 0.0, 16.84000015258789]
['AAON', 0.0, 113.47000122070312]
['AAP', 0.0, 36.25]
['AAPL', 0.0, 222.91000366210938]
['AAT', 0.0, 26.639999389648438]
['AB', 0.0, 37.43000030517578]
['ABAT', 1.0, 0.9933000206947327]
['ABBV', 0.0, 203.5500030517578]
['ABCB', 0.0, 62.099998474121094]
['ABCL', 0.0, 2.7300000190734863]
['ABEO', 0.0, 6.25]
['ABEV', 0.0, 2.1500000953674316]
['ABG', 0.0, 227.97999572753906]
['ABL', 0.0, 8.539999961853027]
['ABLV', 1.0, 0.9100000262260437]
['ABM', 0.0, 53.09000015258789]
['ABNB', 0.0, 136.4600067138672]
['ABOS', 0.0, 2.8450000286102295]
['ABR', 0.0, 14.84000015258789]
['ABSI', 0.0, 3.9200000762939453]
['ABT', 0.0, 118.5999984741211]
['ABTS', 3.0, 0.550000011920929]
['ABUS', 0.0, 3.9600000381469727]
['ABVC', 2.0, 0.6600000262260437]
['ABVX', 0.0, 10.270000457763672]
['AC', 0.0, 36.0]
['ACA', 0.0, 93.69000244140625]
['ACAB', 0.0, 11.550000190734863]
['ACABU', 0.0, 12.539999961853027]
['ACAD', 0.0, 14.8100004196167]
['ACB', 0.0, 5.539999961853027]
['ACCD', 0.0, 3.200000047683716]
['ACCO', 0.0, 5.260000228881836]
['ACDC', 0.0, 5.960000038146973]
['ACEL', 0.0, 11.020000457763672]
['ACET', 1.0, 1.25]
['ACGL', 0.0, 96.0199966430664]
['ACGLN', 0.0, 20.2549991607666]
['ACGLO', 0.0, 23.399999618530273]
['ACHC', 0.0, 42.02000045776367]
['ACHL', 1.0, 1.0199999809265137]
['ACHR', 0.0, 3.2799999713897705]
['ACHV', 0.0, 4.710000038146973]
['ACI', 0.0, 18.65999984741211]
['ACIC', 0.0, 12.300000190734863]
['ACIU', 0.0, 3.0]
['ACIW', 0.0, 49.4900016784668]
['ACLS', 0.0, 86.08999633789062]
['ACLX', 0.0, 86.16999816894531]
['ACM', 0.0, 108.4000015258789]
['ACMR', 0.0, 18.549999237060547]
['ACN', 0.0, 345.6700134277344]
['ACNB', 0.0, 41.63999938964844]
['ACNT', 0.0, 9.399999618530273]
['ACON', 9.0, 0.1851000040769577]
['ACP', 0.0, 6.440000057220459]
['ACR', 0.0, 15.390000343322754]
['ACRE', 0.0, 6.329999923706055]
['ACRS', 0.0, 2.0899999141693115]
['ACRV', 0.0, 8.010000228881836]
['ACST', 0.0, 3.125]
['ACT', 0.0, 32.380001068115234]
['ACTG', 0.0, 4.590000152587891]
['ACU', 0.0, 39.65999984741211]
['ACV', 0.0, 20.645000457763672]
['ACVA', 0.0, 17.040000915527344]
['ACXP', 0.0, 1.8600000143051147]
['ADAG', 0.0, 3.0]
['ADAP', 2.0, 0.7997999787330627]
['ADBE', 0.0, 482.79998779296875]
['ADC', 0.0, 73.93000030517578]
['ADCT', 0.0, 2.950000047683716]
['ADD', 10.0, 0.15620000660419464]
['ADEA', 0.0, 12.470000267028809]
['ADI', 0.0, 225.47999572753906]
['ADIL', 1.0, 1.0099999904632568]
['ADM', 0.0, 54.63999938964844]
['ADMA', 0.0, 19.3700008392334]
['ADN', 0.0, 1.899999976158142]
['ADNT', 0.0, 19.81999969482422]
['ADP', 0.0, 288.17999267578125]
['ADPT', 0.0, 5.309999942779541]
['ADSE', 0.0, 14.079999923706055]
['ADSK', 0.0, 286.57000732421875]
['ADT', 0.0, 7.25]
['ADTN', 0.0, 6.179999828338623]
['ADTX', 3.0, 0.5299000144004822]
['ADUS', 0.0, 126.2699966430664]
['ADV', 0.0, 3.2100000381469727]
['ADVM', 0.0, 7.409999847412109]
['ADX', 0.0, 21.729999542236328]
['ADXN', 0.0, 10.699999809265137]
['AE', 0.0, 26.90999984741211]
['AEAE', 0.0, 11.220000267028809]
['AEAEU', 0.0, 11.300000190734863]
['AEE', 0.0, 85.87999725341797]
['AEF', 0.0, 5.360000133514404]
['AEFC', 0.0, 21.600000381469727]
['AEG', 0.0, 6.320000171661377]
['AEHL', 5.0, 0.29499998688697815]
['AEHR', 0.0, 12.069999694824219]
['AEI', 1.0, 1.4299999475479126]
['AEIS', 0.0, 109.56999969482422]
['AEM', 0.0, 85.80000305175781]
['AEMD', 4.0, 0.3846000134944916]
['AENT', 0.0, 3.6500000953674316]
['AEO', 0.0, 19.459999084472656]
['AEON', 1.0, 0.8798999786376953]
['AEP', 0.0, 97.25]
['AER', 0.0, 94.30999755859375]
['AERT', 1.0, 1.6299999952316284]
['AES', 0.0, 14.710000038146973]
['AESI', 0.0, 19.15999984741211]
['AEVA', 0.0, 3.940000057220459]
['AEYE', 0.0, 21.420000076293945]
['AFB', 0.0, 11.220000267028809]
['AFBI', 0.0, 21.3799991607666]
['AFCG', 0.0, 9.649999618530273]
['AFG', 0.0, 127.70999908447266]
['AFGB', 0.0, 24.65130043029785]
['AFGC', 0.0, 22.399999618530273]
['AFGD', 0.0, 24.350099563598633]
['AFGE', 0.0, 19.68000030517578]
['AFL', 0.0, 104.70999908447266]
['AFMD', 0.0, 3.259999990463257]
['AFRI', 0.0, 10.3100004196167]
['AFRM', 0.0, 43.220001220703125]
['AFYA', 0.0, 17.170000076293945]
['AG', 0.0, 7.179999828338623]
