['A', 1.0, 136.8699951171875]
['AA', 4.0, 40.56999969482422]
['AACG', 165.0, 1.0099999904632568]
['AACT', 15.0, 10.875]
['AADI', 84.0, 1.9900000095367432]
['AAL', 12.0, 13.539999961853027]
['AAME', 102.0, 1.6299999952316284]
['AAOI', 9.0, 16.84000015258789]
['AAON', 1.0, 113.47000122070312]
['AAP', 4.0, 36.25]
['AAPL', 0.0, 222.91000366210938]
['AAT', 6.0, 26.639999389648438]
['AB', 4.0, 37.43000030517578]
['ABAT', 168.0, 0.9933000206947327]
['ABBV', 0.0, 203.5500030517578]
['ABCB', 2.0, 62.099998474121094]
['ABCL', 61.0, 2.7300000190734863]
['ABEO', 26.0, 6.25]
['ABEV', 77.0, 2.1500000953674316]
['ABG', 0.0, 227.97999572753906]
['ABL', 19.0, 8.539999961853027]
['ABLV', 184.0, 0.9100000262260437]
['ABM', 3.0, 53.09000015258789]
['ABNB', 1.0, 136.4600067138672]
['ABOS', 58.0, 2.8450000286102295]
['ABR', 11.0, 14.84000015258789]
['ABSI', 42.0, 3.9200000762939453]
['ABT', 1.0, 118.5999984741211]
['ABTS', 304.0, 0.550000011920929]
['ABUS', 42.0, 3.9600000381469727]
['ABVC', 253.0, 0.6600000262260437]
['ABVX', 16.0, 10.270000457763672]
['AC', 4.0, 36.0]
['ACA', 1.0, 93.69000244140625]
['ACAB', 14.0, 11.550000190734863]
['ACABU', 13.0, 12.539999961853027]
['ACAD', 11.0, 14.8100004196167]
['ACB', 30.0, 5.539999961853027]
['ACCD', 52.0, 3.200000047683716]
['ACCO', 31.0, 5.260000228881836]
['ACDC', 28.0, 5.960000038146973]
['ACEL', 15.0, 11.020000457763672]
['ACET', 134.0, 1.25]
['ACGL', 1.0, 96.0199966430664]
['ACGLN', 8.0, 20.2549991607666]
['ACGLO', 7.0, 23.399999618530273]
['ACHC', 3.0, 42.02000045776367]
['ACHL', 164.0, 1.0199999809265137]
['ACHR', 51.0, 3.2799999713897705]
['ACHV', 35.0, 4.710000038146973]
['ACI', 8.0, 18.65999984741211]
['ACIC', 13.0, 12.300000190734863]
['ACIU', 55.0, 3.0]
['ACIW', 3.0, 49.4900016784668]
['ACLS', 1.0, 86.08999633789062]
['ACLX', 1.0, 86.16999816894531]
['ACM', 1.0, 108.4000015258789]
['ACMR', 9.0, 18.549999237060547]
['ACN', 0.0, 345.6700134277344]
['ACNB', 4.0, 41.63999938964844]
['ACNT', 17.0, 9.399999618530273]
['ACON', 905.0, 0.1851000040769577]
['ACP', 26.0, 6.440000057220459]
['ACR', 10.0, 15.390000343322754]
['ACRE', 26.0, 6.329999923706055]
['ACRS', 80.0, 2.0899999141693115]
['ACRV', 20.0, 8.010000228881836]
['ACST', 53.0, 3.125]
['ACT', 5.0, 32.380001068115234]
['ACTG', 36.0, 4.590000152587891]
['ACU', 4.0, 39.65999984741211]
['ACV', 8.0, 20.645000457763672]
['ACVA', 9.0, 17.040000915527344]
['ACXP', 90.0, 1.8600000143051147]
['ADAG', 55.0, 3.0]
['ADAP', 209.0, 0.7997999787330627]
['ADBE', 0.0, 482.79998779296875]
['ADC', 2.0, 73.93000030517578]
['ADCT', 56.0, 2.950000047683716]
['ADD', 1073.0, 0.15620000660419464]
['ADEA', 13.0, 12.470000267028809]
['ADI', 0.0, 225.47999572753906]
['ADIL', 165.0, 1.0099999904632568]
['ADM', 3.0, 54.63999938964844]
['ADMA', 8.0, 19.3700008392334]
['ADN', 88.0, 1.899999976158142]
['ADNT', 8.0, 19.81999969482422]
['ADP', 0.0, 288.17999267578125]
['ADPT', 31.0, 5.309999942779541]
['ADSE', 11.0, 14.079999923706055]
['ADSK', 0.0, 286.57000732421875]
['ADT', 23.0, 7.25]
['ADTN', 27.0, 6.179999828338623]
['ADTX', 316.0, 0.5299000144004822]
['ADUS', 1.0, 126.2699966430664]
['ADV', 52.0, 3.2100000381469727]
['ADVM', 22.0, 7.409999847412109]
['ADX', 7.0, 21.729999542236328]
['ADXN', 15.0, 10.699999809265137]
['AE', 6.0, 26.90999984741211]
['AEAE', 14.0, 11.220000267028809]
['AEAEU', 14.0, 11.300000190734863]
['AEE', 1.0, 85.87999725341797]
['AEF', 31.0, 5.360000133514404]
['AEFC', 7.0, 21.600000381469727]
['AEG', 26.0, 6.320000171661377]
['AEHL', 568.0, 0.29499998688697815]
['AEHR', 13.0, 12.069999694824219]
['AEI', 117.0, 1.4299999475479126]
['AEIS', 1.0, 109.56999969482422]
['AEM', 1.0, 85.80000305175781]
['AEMD', 435.0, 0.3846000134944916]
['AENT', 45.0, 3.6500000953674316]
['AEO', 8.0, 19.459999084472656]
['AEON', 190.0, 0.8798999786376953]
['AEP', 1.0, 97.25]
['AER', 1.0, 94.30999755859375]
['AERT', 102.0, 1.6299999952316284]
['AES', 11.0, 14.710000038146973]
['AESI', 8.0, 19.15999984741211]
['AEVA', 42.0, 3.940000057220459]
['AEYE', 7.0, 21.420000076293945]
['AFB', 14.0, 11.220000267028809]
['AFBI', 7.0, 21.3799991607666]
['AFCG', 17.0, 9.649999618530273]
['AFG', 1.0, 127.70999908447266]
['AFGB', 6.0, 24.65130043029785]
['AFGC', 7.0, 22.399999618530273]
['AFGD', 6.0, 24.350099563598633]
['AFGE', 8.0, 19.68000030517578]
['AFL', 1.0, 104.70999908447266]
['AFMD', 51.0, 3.259999990463257]
['AFRI', 16.0, 10.3100004196167]
['AFRM', 3.0, 43.220001220703125]
['AFYA', 9.0, 17.170000076293945]
['AG', 23.0, 7.179999828338623]
['AGAE', 139.0, 1.2000000476837158]
['AGCO', 1.0, 99.38999938964844]
['AGD', 16.0, 10.069999694824219]
['AGEN', 41.0, 4.050000190734863]
['AGFY', 53.0, 3.109999895095825]
['AGI', 8.0, 20.110000610351562]
['AGIO', 3.0, 44.869998931884766]
['AGL', 62.0, 2.700000047683716]
['AGM', 0.0, 184.36000061035156]
['AGMH', 93.0, 1.7899999618530273]
['AGNC', 18.0, 9.3100004196167]
['AGNCL', 6.0, 25.342899322509766]
['AGNCM', 6.0, 24.979999542236328]
['AGNCN', 6.0, 25.760000228881836]
['AGNCO', 6.0, 25.329999923706055]
['AGNCP', 6.0, 24.75]
['AGO', 2.0, 82.55999755859375]
['AGR', 4.0, 35.59000015258789]
['AGRI', 3506.0, 0.04780000075697899]
['AGRO', 14.0, 11.3100004196167]
['AGS', 14.0, 11.670000076293945]
['AGX', 1.0, 136.8800048828125]
