['A', 1.0, 136.8699951171875]
['AA', 5.0, 40.56999969482422]
['AACG', 213.0, 1.0099999904632568]
['AADI', 108.0, 1.9900000095367432]
['AAL', 15.0, 13.539999961853027]
['AAME', 132.0, 1.6299999952316284]
['AAOI', 12.0, 16.84000015258789]
['AAON', 1.0, 113.47000122070312]
['AAP', 5.0, 36.25]
['AAPL', 0.0, 222.91000366210938]
['AAT', 8.0, 26.639999389648438]
['AB', 5.0, 37.43000030517578]
['ABAT', 217.0, 0.9929999709129333]
['ABBV', 1.0, 203.5500030517578]
['ABCB', 3.0, 62.099998474121094]
['ABEO', 34.0, 6.25]
['ABEV', 100.0, 2.1500000953674316]
['ABG', 0.0, 227.97999572753906]
['ABL', 25.0, 8.539999961853027]
['ABM', 4.0, 53.09000015258789]
['ABR', 14.0, 14.84000015258789]
['ABT', 1.0, 118.5999984741211]
['ABTS', 392.0, 0.550000011920929]
['ABUS', 54.0, 3.9600000381469727]
['ABVC', 326.0, 0.6600000262260437]
['AC', 5.0, 36.0]
['ACA', 2.0, 93.69000244140625]
['ACAD', 14.0, 14.8100004196167]
['ACB', 38.0, 5.539999961853027]
['ACCD', 67.0, 3.200000047683716]
['ACCO', 40.0, 5.260000228881836]
['ACEL', 19.0, 11.020000457763672]
['ACET', 172.0, 1.25]
['ACGL', 2.0, 96.0199966430664]
['ACGLO', 9.0, 23.399999618530273]
['ACHC', 5.0, 42.02000045776367]
['ACHV', 45.0, 4.710000038146973]
['ACI', 11.0, 18.65999984741211]
['ACIC', 17.0, 12.300000190734863]
['ACIU', 71.0, 3.0]
['ACIW', 4.0, 49.4900016784668]
['ACLS', 2.0, 86.08999633789062]
['ACM', 1.0, 108.4000015258789]
['ACMR', 11.0, 18.549999237060547]
['ACN', 0.0, 345.6700134277344]
['ACNB', 5.0, 41.63999938964844]
['ACNT', 22.0, 9.399999618530273]
['ACP', 33.0, 6.440000057220459]
['ACR', 14.0, 15.390000343322754]
['ACRE', 34.0, 6.329999923706055]
['ACRS', 103.0, 2.0899999141693115]
['ACST', 69.0, 3.0999999046325684]
['ACTG', 46.0, 4.590000152587891]
['ACU', 5.0, 39.65999984741211]
['ACV', 10.0, 20.645000457763672]
['ADAP', 269.0, 0.800000011920929]
['ADBE', 0.0, 482.79998779296875]
['ADC', 2.0, 73.93000030517578]
['ADCT', 73.0, 2.950000047683716]
['ADD', 1347.0, 0.1599999964237213]
['ADEA', 17.0, 12.470000267028809]
['ADI', 0.0, 225.47999572753906]
['ADIL', 213.0, 1.0099999904632568]
['ADM', 3.0, 54.63999938964844]
['ADMA', 11.0, 19.3700008392334]
['ADN', 113.0, 1.899999976158142]
['ADNT', 10.0, 19.81999969482422]
['ADP', 0.0, 288.17999267578125]
['ADPT', 40.0, 5.309999942779541]
['ADSK', 0.0, 286.57000732421875]
['ADT', 29.0, 7.25]
['ADTN', 34.0, 6.179999828338623]
['ADTX', 406.0, 0.5299999713897705]
['ADUS', 1.0, 126.2699966430664]
['ADV', 67.0, 3.2100000381469727]
['ADVM', 29.0, 7.409999847412109]
['ADX', 9.0, 21.729999542236328]
['ADXN', 20.0, 10.699999809265137]
['AE', 8.0, 26.90999984741211]
['AEE', 2.0, 85.87999725341797]
['AEF', 40.0, 5.360000133514404]
['AEFC', 9.0, 21.600000381469727]
['AEG', 34.0, 6.320000171661377]
['AEHL', 718.0, 0.30000001192092896]
['AEHR', 17.0, 12.069999694824219]
['AEIS', 1.0, 109.56999969482422]
['AEM', 2.0, 85.80000305175781]
['AEMD', 567.0, 0.3799999952316284]
['AEO', 11.0, 19.459999084472656]
['AEP', 2.0, 97.25]
['AER', 2.0, 94.30999755859375]
['AES', 14.0, 14.710000038146973]
['AEVA', 54.0, 3.940000057220459]
['AEYE', 10.0, 21.420000076293945]
['AFB', 19.0, 11.220000267028809]
['AFBI', 10.0, 21.3799991607666]
['AFG', 1.0, 127.70999908447266]
['AFGB', 8.0, 24.650999069213867]
['AFGC', 9.0, 22.399999618530273]
['AFGD', 8.0, 24.350000381469727]
['AFGE', 10.0, 19.68000030517578]
['AFL', 2.0, 104.70999908447266]
['AFMD', 66.0, 3.259999990463257]
['AFYA', 12.0, 17.170000076293945]
['AG', 30.0, 7.179999828338623]
['AGAE', 179.0, 1.2000000476837158]
['AGCO', 2.0, 99.38999938964844]
['AGD', 21.0, 10.069999694824219]
['AGEN', 53.0, 4.050000190734863]
['AGI', 10.0, 20.110000610351562]
['AGIO', 4.0, 44.869998931884766]
['AGM', 1.0, 184.36000061035156]
['AGMH', 120.0, 1.7899999618530273]
['AGNC', 23.0, 9.3100004196167]
['AGNCM', 8.0, 24.979999542236328]
['AGNCN', 8.0, 25.760000228881836]
['AGNCO', 8.0, 25.329999923706055]
