Date,Close
1999-01-22 05:00:00+00:00,0.037617750465869904
1999-01-25 05:00:00+00:00,0.041558749973773956
1999-01-26 05:00:00+00:00,0.03833404928445816
1999-01-27 05:00:00+00:00,0.038214828819036484
1999-01-28 05:00:00+00:00,0.038094665855169296
1999-01-29 05:00:00+00:00,0.036303482949733734
1999-02-01 05:00:00+00:00,0.037020690739154816
1999-02-02 05:00:00+00:00,0.034154608845710754
1999-02-03 05:00:00+00:00,0.034870900213718414
1999-02-04 05:00:00+00:00,0.03678131848573685
1999-02-05 05:00:00+00:00,0.03785622864961624
1999-02-08 05:00:00+00:00,0.0365428552031517
1999-02-09 05:00:00+00:00,0.03510935977101326
1999-02-10 05:00:00+00:00,0.03475167974829674
1999-02-11 05:00:00+00:00,0.03773696348071098
1999-02-12 05:00:00+00:00,0.03988678380846977
1999-02-16 05:00:00+00:00,0.040125247091054916
1999-02-17 05:00:00+00:00,0.03797543793916702
1999-02-18 05:00:00+00:00,0.03857250511646271
1999-02-19 05:00:00+00:00,0.03988678380846977
1999-02-22 05:00:00+00:00,0.040125247091054916
1999-02-23 05:00:00+00:00,0.04203564673662186
1999-02-24 05:00:00+00:00,0.045379579067230225
1999-02-25 05:00:00+00:00,0.04394698515534401
1999-02-26 05:00:00+00:00,0.04191642999649048
1999-03-01 05:00:00+00:00,0.04215581342577934
1999-03-02 05:00:00+00:00,0.0417972132563591
1999-03-03 05:00:00+00:00,0.038931120187044144
1999-03-04 05:00:00+00:00,0.038094665855169296
1999-03-05 05:00:00+00:00,0.04024448245763779
1999-03-08 05:00:00+00:00,0.04084153100848198
1999-03-09 05:00:00+00:00,0.04215581342577934
1999-03-10 05:00:00+00:00,0.041438594460487366
1999-03-11 05:00:00+00:00,0.0396474152803421
1999-03-12 05:00:00+00:00,0.038931120187044144
1999-03-15 05:00:00+00:00,0.04060307890176773
1999-03-16 05:00:00+00:00,0.03928973153233528
1999-03-17 05:00:00+00:00,0.03952818736433983
1999-03-18 05:00:00+00:00,0.04000600799918175
1999-03-19 05:00:00+00:00,0.040125247091054916
1999-03-22 05:00:00+00:00,0.038931120187044144
1999-03-23 05:00:00+00:00,0.0365428552031517
1999-03-24 05:00:00+00:00,0.036303482949733734
1999-03-25 05:00:00+00:00,0.03678131848573685
1999-03-26 05:00:00+00:00,0.04000600799918175
1999-03-29 05:00:00+00:00,0.04120013862848282
1999-03-30 05:00:00+00:00,0.03773696348071098
1999-03-31 05:00:00+00:00,0.04036369547247887
1999-04-01 05:00:00+00:00,0.0391695611178875
1999-04-05 04:00:00+00:00,0.03797543793916702
1999-04-06 04:00:00+00:00,0.037020690739154816
1999-04-07 04:00:00+00:00,0.040125247091054916
1999-04-08 04:00:00+00:00,0.04084153100848198
1999-04-09 04:00:00+00:00,0.040125247091054916
